lat,lon,name,major,minor,nta,borough,nodes,stages,major_cls,major_lanes,minor_cls,minor_lanes,cycle_s,green_s,cross_m,wait_major_s,wait_minor_s,barnes,lpi,subway_access,poi_200m,peds_cross_major,peds_cross_minor,peds_day,lost_hours_day,rank_lost,rank_wait
40.773039,-73.978289,Central Park West / West 67th Street,Central Park West,West 67th Street,Upper West Side-Lincoln Square,Manhattan,1,1,secondary,4.0,unclassified,1.0,90,23.0,17.0,24.9,6.0,0,1,35010,8,9803,9803,19605,84.2,1001,1868
40.776562,-73.952704,2nd Avenue / East 84th Street,2nd Avenue,East 84th Street,Upper East Side-Yorkville,Manhattan,1,1,primary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,0,41618,114,9595,10644,20239,84.2,1002,1869
40.774854,-73.980672,Columbus Avenue / West 68th Street,Columbus Avenue,West 68th Street,Upper West Side-Lincoln Square,Manhattan,1,1,primary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,43467,74,9797,9797,19593,84.2,1003,1870
40.717676,-74.00755,West Broadway / Worth Street,West Broadway,Worth Street,Tribeca-Civic Center,Manhattan,1,1,secondary,2.0,residential,2.0,90,34.3,10.9,17.2,7.3,0,1,56778,58,12351,12351,24701,84.1,1004,5535
40.659276,-73.888994,Linden Boulevard / Vermont Street,Linden Boulevard,Vermont Street,East New York-New Lots,Brooklyn,4,4,trunk,11.0,residential,2.0,120,32.0,56.3,129.1,6.0,0,0,1206,7,2257,1834,4092,84.0,1005,30
40.691597,-73.991448,Court Street / Livingston Street,Court Street,Livingston Street,Brooklyn Heights,Brooklyn,1,1,secondary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,41434,89,9575,10621,20196,84.0,1006,1871
40.709138,-74.013089,Greenwich Street / Albany Street,Greenwich Street,Albany Street,Financial District-Battery Park City,Manhattan,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,0,88376,61,13780,15286,29065,83.9,1007,6432
40.770434,-73.960103,3rd Avenue / East 73rd Street,3rd Avenue,East 73rd Street,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,1,1,primary,4.0,residential,1.0,90,23.0,17.0,24.9,6.0,0,1,41280,53,9558,10603,20161,83.8,1008,1872
40.579955,-73.974725,Neptune Avenue / West 6th Street,Neptune Avenue,West 6th Street,Coney Island-Sea Gate,Brooklyn,3,3,secondary,7.0,residential,3.0,90,23.0,38.1,74.8,12.0,0,0,5606,15,3478,3478,6956,83.8,1009,132
40.824527,-73.951858,Broadway / West 142nd Street,Broadway,West 142nd Street,Hamilton Heights-Sugar Hill,Manhattan,2,2,primary,5.0,residential,2.0,90,23.0,26.1,49.9,6.0,0,0,14405,9,5261,6473,11734,83.7,1010,539
40.805006,-73.934883,3rd Avenue / East 127th Street,3rd Avenue,East 127th Street,East Harlem (North),Manhattan,1,1,secondary,4.0,secondary,3.0,90,22.9,17.0,25.0,27.2,1,0,13777,25,5155,6343,11498,83.7,1011,1581
40.678052,-73.98261,4th Avenue / Sackett Street,4th Avenue,Sackett Street,Park Slope,Brooklyn,2,2,primary,6.0,residential,1.0,90,23.0,29.1,49.9,6.0,0,1,14811,65,5328,5910,11238,83.6,1012,540
40.716712,-73.989149,Grand Street / Essex Street,Grand Street,Essex Street,Lower East Side,Manhattan,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,1,41477,133,10627,9580,20206,83.6,1013,3474
40.725008,-73.999345,Prince Street / Greene Street,Prince Street,Greene Street,SoHo-Little Italy-Hudson Square,Manhattan,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,0,70823,128,13736,15238,28974,83.6,1014,6433
40.820782,-73.954608,Broadway / West 136th Street,Broadway,West 136th Street,Manhattanville-West Harlem,Manhattan,2,2,primary,6.0,residential,2.0,90,23.0,29.1,49.9,6.0,0,0,12040,11,5379,5379,10758,83.5,1015,541
40.795484,-73.946031,Park Avenue / East 110th Street,Park Avenue,East 110th Street,East Harlem (South),Manhattan,2,2,primary,2.0,residential,2.0,90,32.0,16.9,37.4,13.1,0,1,15968,22,6118,5515,11633,83.5,1016,1124
40.878516,-73.884852,Grand Concourse / East Mosholu Parkway South,Grand Concourse,East Mosholu Parkway South,Bedford Park,Bronx,3,3,primary,5.0,residential,2.0,90,23.0,32.0,74.8,6.0,0,0,8064,2,3660,4503,8163,83.5,1017,133
40.580355,-73.967676,Ocean Parkway / Neptune Avenue,Ocean Parkway,Neptune Avenue,Coney Island-Sea Gate,Brooklyn,4,3,secondary,8.0,secondary,3.0,120,32.0,41.2,96.8,8.1,0,0,3369,22,2842,3152,5994,83.5,1018,65
40.679322,-73.981755,4th Avenue / Douglass Street,4th Avenue,Douglass Street,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Brooklyn,2,2,primary,5.0,residential,2.0,90,23.0,26.1,49.9,6.0,0,1,14728,42,5314,5895,11209,83.4,1019,542
40.771785,-73.979202,Central Park West / West 65th Street,Central Park West,West 65th Street,Upper West Side-Lincoln Square,Manhattan,1,1,secondary,4.0,secondary,3.0,90,34.6,17.0,17.1,10.1,0,0,45172,9,11069,11069,22138,83.4,1020,6225
40.743476,-74.003581,9th Avenue / West 18th Street,9th Avenue,West 18th Street,Chelsea-Hudson Yards,Manhattan,1,1,secondary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,34203,51,9695,9695,19389,83.3,1021,1873
40.773015,-73.960321,Lexington Avenue / East 76th Street,Lexington Avenue,East 76th Street,Upper East Side-Carnegie Hill,Manhattan,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,1,46710,56,10139,11247,21387,83.3,1022,3475
40.839243,-73.915107,East 170th Street / Wythe Place,East 170th Street,Wythe Place,Mount Eden-Claremont (West),Bronx,3,3,tertiary,6.0,residential,2.0,60,17.9,35.1,44.2,15.3,1,1,12287,12,4894,5429,10323,83.2,1023,1068
40.668543,-73.990223,4th Avenue / 12th Street,4th Avenue,12th Street,Park Slope,Brooklyn,2,2,primary,4.0,residential,2.0,90,23.0,23.0,49.9,6.0,0,1,11933,33,5357,5357,10715,83.1,1024,543
40.751507,-73.997725,9th Avenue / West 31st Street,9th Avenue,West 31st Street,Chelsea-Hudson Yards,Manhattan,1,1,secondary,3.0,tertiary,3.0,90,38.4,13.9,14.8,8.7,0,1,69176,48,12244,13582,25825,83.1,1025,7484
40.688266,-73.919906,Madison Street / Broadway,Madison Street,Broadway,Bedford-Stuyvesant (East),Brooklyn,3,3,residential,8.0,primary,4.0,120,47.4,41.2,65.8,10.1,0,1,6080,32,3991,3598,7589,83.0,1026,152
40.786556,-73.952557,Park Avenue / East 96th Street,Park Avenue,East 96th Street,East Harlem (South),Manhattan,2,2,primary,6.0,secondary,6.0,90,38.6,29.1,29.3,12.1,0,1,24256,55,7430,6698,14129,83.0,1027,1391
40.778551,-73.951248,2nd Avenue / East 87th Street,2nd Avenue,East 87th Street,Upper East Side-Yorkville,Manhattan,1,1,primary,3.0,residential,2.0,90,23.7,13.9,24.4,6.0,0,1,49503,81,9398,11565,20963,83.0,1028,3194
40.703023,-73.808453,Sutphin Boulevard / 90th Avenue,Sutphin Boulevard,90th Avenue,Jamaica,Queens,1,1,secondary,3.0,residential,2.0,90,20.0,13.9,27.2,15.3,1,0,24831,71,6772,7513,14285,83.0,1029,1447
40.750625,-73.939434,27th Street / Queens Plaza North,27th Street,Queens Plaza North,Queensbridge-Ravenswood-Dutch Kills,Queens,1,1,residential,2.0,tertiary,1.0,60,17.2,10.9,15.3,17.4,1,0,37641,55,9147,9147,18294,83.0,1030,6434
40.714237,-73.990223,Rutgers Street / Canal Street,Rutgers Street,Canal Street,Chinatown-Two Bridges,Manhattan,2,1,secondary,4.0,secondary,2.0,90,26.0,17.0,22.8,8.1,0,1,34040,143,9673,9673,19345,82.9,1031,4722
40.726188,-73.989429,2nd Avenue / East 4th Street,2nd Avenue,East 4th Street,East Village,Manhattan,1,1,primary,3.0,residential,1.0,90,23.0,13.9,24.9,6.0,0,1,40299,151,9449,10482,19931,82.9,1032,1874
40.657199,-74.004667,3rd Avenue / 33rd Street,3rd Avenue,33rd Street,Sunset Park (West),Brooklyn,2,2,secondary,8.0,unclassified,2.0,120,32.0,35.2,64.5,6.0,0,1,10970,27,4192,4650,8843,82.9,1033,191
40.753624,-73.969431,2nd Avenue / East 48th Street,2nd Avenue,East 48th Street,East Midtown-Turtle Bay,Manhattan,1,1,primary,4.0,residential,1.0,90,23.0,17.0,24.9,6.0,0,1,40254,74,9444,10476,19920,82.8,1034,1875
40.706735,-74.006782,Maiden Lane / Pearl Street,Maiden Lane,Pearl Street,Financial District-Battery Park City,Manhattan,1,1,tertiary,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,0,73804,134,14012,14012,28024,82.8,1035,6435
40.69973,-73.798691,Liberty Avenue / 158th Street,Liberty Avenue,158th Street,Jamaica,Queens,2,2,primary,4.0,residential,2.0,90,23.0,23.0,49.9,6.0,0,1,15225,0,5396,4864,10260,82.8,1036,544
40.74828,-73.939178,Jackson Avenue / 42nd Road,Jackson Avenue,42nd Road,Long Island City-Hunters Point,Queens,1,1,primary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,33793,40,9639,9639,19279,82.8,1037,1876
40.727985,-73.98812,2nd Avenue / East 7th Street,2nd Avenue,East 7th Street,East Village,Manhattan,1,1,primary,3.0,residential,1.0,90,23.0,13.9,24.9,6.0,0,1,40091,243,9426,10456,19881,82.7,1038,1877
40.77428,-73.959397,Lexington Avenue / East 78th Street,Lexington Avenue,East 78th Street,Upper East Side-Carnegie Hill,Manhattan,1,1,secondary,3.0,residential,1.0,90,23.0,13.9,24.9,6.0,0,1,47522,55,9216,11341,20557,82.7,1039,1878
40.742289,-74.004432,9th Avenue / West 16th Street,9th Avenue,West 16th Street,Chelsea-Hudson Yards,Manhattan,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,1,38805,77,10295,10295,20589,82.7,1040,3476
40.814011,-73.94465,Adam Clayton Powell Jr. Boulevard / West 133rd Street,Adam Clayton Powell Jr. Boulevard,West 133rd Street,Harlem (North),Manhattan,2,2,primary,5.0,residential,2.0,90,23.0,26.1,49.9,6.0,0,1,11760,10,5322,5322,10645,82.6,1041,545
40.686086,-73.982661,Atlantic Avenue / Nevins Street,Atlantic Avenue,Nevins Street,Downtown Brooklyn-DUMBO-Boerum Hill,Brooklyn,1,1,primary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,39994,66,9415,10444,19858,82.6,1042,1879
40.747116,-73.950079,11th Street / 45th Road,11th Street,45th Road,Long Island City-Hunters Point,Queens,2,2,secondary,2.0,residential,1.0,90,23.0,16.9,49.9,6.0,0,0,15102,14,5376,4846,10222,82.5,1043,546
40.771096,-73.983411,Columbus Avenue / West 62nd Street,Columbus Avenue,West 62nd Street,Upper West Side-Lincoln Square,Manhattan,1,1,primary,4.0,secondary,3.0,90,32.3,17.0,18.5,9.0,0,1,53014,71,10773,10773,21547,82.4,1044,5435
40.678691,-73.982183,4th Avenue / Degraw Street,4th Avenue,Degraw Street,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Brooklyn,2,2,primary,5.0,residential,2.0,90,23.0,26.1,49.9,6.0,0,1,14322,58,5247,5820,11067,82.4,1045,547
40.835822,-73.939883,Amsterdam Avenue / Saint Nicholas Avenue,Amsterdam Avenue,Saint Nicholas Avenue,Washington Heights (South),Manhattan,1,1,secondary,4.0,secondary,3.0,90,22.9,17.0,25.0,27.2,1,0,13589,12,5682,5682,11365,82.4,1046,1582
40.779921,-73.980659,Amsterdam Avenue / West 74th Street,Amsterdam Avenue,West 74th Street,Upper West Side (Central),Manhattan,1,1,primary,3.0,residential,2.0,90,23.7,13.9,24.4,6.0,0,1,41238,103,9553,10597,20151,82.4,1047,3195
40.671557,-73.987718,4th Avenue / 7th Street,4th Avenue,7th Street,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Brooklyn,2,2,primary,5.0,residential,1.0,90,23.0,26.1,49.9,6.0,0,1,14294,36,5242,5815,11057,82.3,1048,548
40.766872,-73.959783,2nd Avenue / East 69th Street,2nd Avenue,East 69th Street,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,1,1,primary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,39712,55,9383,10409,19792,82.3,1049,1880
40.703528,-74.011595,Broad Street / Bridge Street,Broad Street,Bridge Street,Financial District-Battery Park City,Manhattan,2,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,58728,107,13924,13924,27849,82.2,1050,6436
40.723036,-73.994909,Prince Street / Mott Street,Prince Street,Mott Street,SoHo-Little Italy-Hudson Square,Manhattan,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,0,72840,198,13924,13924,27847,82.2,1051,6437
40.7395,-73.982669,3rd Avenue / East 24th Street,3rd Avenue,East 24th Street,Gramercy,Manhattan,1,1,primary,5.0,secondary,3.0,90,27.6,20.1,21.7,8.1,0,1,36034,134,9938,9938,19876,82.2,1052,4842
40.719871,-73.995257,Elizabeth Street / Broome Street,Elizabeth Street,Broome Street,SoHo-Little Italy-Hudson Square,Manhattan,1,1,residential,2.0,secondary,1.0,60,20.2,10.9,13.2,9.0,0,0,66218,229,13299,13299,26598,82.1,1053,8169
40.778174,-73.974542,Central Park West / West 75th Street,Central Park West,West 75th Street,Upper West Side (Central),Manhattan,1,1,secondary,4.0,residential,2.0,90,22.9,17.0,25.0,15.3,1,0,21620,5,7041,7810,14851,82.1,1054,1583
40.779284,-73.981116,Amsterdam Avenue / West 73rd Street,Amsterdam Avenue,West 73rd Street,Upper West Side-Lincoln Square,Manhattan,1,1,primary,4.0,primary,3.0,90,34.6,17.0,17.1,10.1,0,1,49848,126,10460,11603,22063,82.0,1055,6226
40.757523,-73.829134,Main Street / 41st Road,Main Street,41st Road,Flushing-Willets Point,Queens,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,1,37984,82,10190,10190,20381,81.9,1056,3477
40.806927,-73.967327,Riverside Drive / West 113th Street,Riverside Drive,West 113th Street,Morningside Heights,Manhattan,3,2,secondary,3.0,residential,2.0,90,25.8,19.9,45.9,6.0,0,1,13558,19,5677,5677,11353,81.8,1057,1033
40.793385,-73.970868,Amsterdam Avenue / West 95th Street,Amsterdam Avenue,West 95th Street,Upper West Side (Central),Manhattan,1,1,primary,3.0,residential,2.0,90,23.7,13.9,24.4,6.0,0,0,40529,117,9475,10510,19985,81.8,1058,3196
40.703763,-74.007052,South Street / Gouverneur Lane,South Street,Gouverneur Lane,Financial District-Battery Park City,Manhattan,1,1,primary,2.0,residential,1.0,90,23.0,10.9,24.9,6.0,0,1,34275,56,9704,8748,18453,81.8,1059,1881
40.692232,-73.987296,Jay Street / Willoughby Street,Jay Street,Willoughby Street,Downtown Brooklyn-DUMBO-Boerum Hill,Brooklyn,1,1,tertiary,2.0,living_street,1.0,60,17.2,10.9,15.3,6.0,0,1,71834,135,13831,13831,27661,81.7,1060,6438
40.814635,-73.944189,Adam Clayton Powell Jr. Boulevard / West 134th Street,Adam Clayton Powell Jr. Boulevard,West 134th Street,Harlem (North),Manhattan,2,2,primary,5.0,residential,1.0,90,23.0,26.1,49.9,6.0,0,1,11447,10,5258,5258,10516,81.6,1061,549
40.640263,-74.019028,4th Avenue / 61st Street,4th Avenue,61st Street,Sunset Park (West),Brooklyn,2,2,primary,5.0,residential,2.0,90,23.0,26.1,49.9,6.0,0,1,14390,37,5258,5258,10516,81.6,1062,550
40.83781,-73.942151,Broadway / West 163rd Street,Broadway,West 163rd Street,Washington Heights (South),Manhattan,2,2,primary,4.0,residential,2.0,90,23.0,23.0,49.9,6.0,0,0,13610,7,5126,6308,11434,81.5,1063,551
40.757094,-73.997322,10th Avenue / West 38th Street,10th Avenue,West 38th Street,Chelsea-Hudson Yards,Manhattan,1,1,primary,4.0,residential,1.0,90,23.0,17.0,24.9,6.0,0,1,40655,16,9489,9489,18978,81.5,1064,1882
40.819146,-73.937188,Malcolm X Boulevard / West 143rd Street,Malcolm X Boulevard,West 143rd Street,Harlem (North),Manhattan,2,2,secondary,7.0,residential,2.0,90,22.0,32.1,51.3,15.3,1,0,7664,12,4405,4405,8810,81.5,1065,361
40.643108,-74.016069,4th Avenue / 56th Street,4th Avenue,56th Street,Sunset Park (West),Brooklyn,2,2,primary,5.0,residential,2.0,90,23.0,26.1,49.9,6.0,0,1,13946,58,5183,5750,10933,81.4,1066,552
40.732664,-73.981601,1st Avenue / First Avenue Loop,1st Avenue,First Avenue Loop,Gramercy,Manhattan,1,1,primary,5.0,residential,2.0,90,25.7,20.1,22.9,6.0,0,1,37526,55,10132,10132,20263,81.4,1067,3478
40.792763,-73.971321,Amsterdam Avenue / West 94th Street,Amsterdam Avenue,West 94th Street,Upper West Side (Central),Manhattan,1,1,primary,3.0,residential,1.0,90,23.0,13.9,24.9,6.0,0,1,38695,128,9268,10281,19548,81.3,1068,1883
40.765466,-73.970042,Madison Avenue / East 62nd Street,Madison Avenue,East 62nd Street,Upper East Side-Carnegie Hill,Manhattan,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,1,44409,34,9897,10979,20876,81.3,1069,3479
40.685324,-73.980702,Atlantic Avenue / 3rd Avenue,Atlantic Avenue,3rd Avenue,Downtown Brooklyn-DUMBO-Boerum Hill,Brooklyn,1,1,primary,6.0,secondary,3.0,90,28.6,23.1,21.0,8.1,0,1,43301,79,9779,10847,20626,81.3,1070,4901
40.711584,-74.015784,Liberty Street / South End Avenue,Liberty Street,South End Avenue,Financial District-Battery Park City,Manhattan,1,1,residential,3.0,residential,2.0,60,20.0,13.9,13.3,15.3,1,0,47533,35,10225,10225,20449,81.2,1071,7754
40.771066,-73.959651,3rd Avenue / East 74th Street,3rd Avenue,East 74th Street,Upper East Side-Carnegie Hill,Manhattan,1,1,primary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,38614,56,9259,10270,19529,81.2,1072,1884
40.641986,-74.017236,4th Avenue / 58th Street,4th Avenue,58th Street,Sunset Park (West),Brooklyn,2,2,primary,5.0,residential,2.0,90,23.0,26.1,49.9,6.0,0,1,16855,59,5097,6272,11369,81.0,1073,553
40.814786,-73.940366,Malcolm X Boulevard / West 136th Street,Malcolm X Boulevard,West 136th Street,Harlem (North),Manhattan,2,2,secondary,4.0,residential,2.0,90,23.0,23.0,49.9,6.0,0,1,13818,13,5162,5726,10888,81.0,1074,554
40.77548,-73.980212,Columbus Avenue / West 69th Street,Columbus Avenue,West 69th Street,Upper West Side-Lincoln Square,Manhattan,1,1,primary,3.0,residential,2.0,90,23.7,13.9,24.4,6.0,0,1,41597,79,9593,9593,19186,81.0,1075,3197
40.833444,-73.945342,Broadway / West 156th Street,Broadway,West 156th Street,Washington Heights (South),Manhattan,2,2,primary,6.0,residential,2.0,90,23.0,29.1,49.9,6.0,0,0,13391,21,5088,6261,11350,80.9,1076,555
40.767501,-73.95934,2nd Avenue / East 70th Street,2nd Avenue,East 70th Street,Upper East Side-Lenox Hill-Roosevelt Island,Manhattan,1,1,primary,5.0,residential,1.0,90,25.7,20.1,22.9,6.0,0,1,43925,59,9846,10922,20767,80.9,1077,3480
40.718794,-73.995689,Elizabeth Street / Grand Street,Elizabeth Street,Grand Street,SoHo-Little Italy-Hudson Square,Manhattan,1,1,residential,2.0,secondary,1.0,60,20.2,10.9,13.2,9.0,0,0,64291,279,13111,13111,26222,80.9,1078,8170
40.73095,-74.004437,7th Avenue South / Bedford Street,7th Avenue South,Bedford Street,West Village,Manhattan,3,1,secondary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,39870,97,9401,9401,18802,80.8,1079,1885
40.72394,-73.987968,1st Avenue / East 2nd Street,1st Avenue,East 2nd Street,East Village,Manhattan,1,1,primary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,38243,86,9216,10223,19439,80.8,1080,1886
40.740849,-74.005136,West 14th Street / Hudson Street,West 14th Street,Hudson Street,West Village,Manhattan,1,1,secondary,3.0,residential,3.0,90,34.3,13.9,17.2,7.3,0,0,41953,90,11852,11852,23705,80.7,1081,5536
40.781377,-73.952117,3rd Avenue / East 90th Street,3rd Avenue,East 90th Street,Upper East Side-Yorkville,Manhattan,1,1,primary,4.0,residential,1.0,90,23.0,17.0,24.9,6.0,0,1,38092,83,9199,10204,19403,80.7,1082,1887
40.742883,-74.003999,9th Avenue / West 17th Street,9th Avenue,West 17th Street,Chelsea-Hudson Yards,Manhattan,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,1,36811,68,10039,10039,20078,80.6,1083,3481
40.723423,-73.999609,Spring Street / Mercer Street,Spring Street,Mercer Street,SoHo-Little Italy-Hudson Square,Manhattan,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,0,65622,120,13241,14688,27929,80.6,1084,6439
40.736967,-73.984513,3rd Avenue / East 20th Street,3rd Avenue,East 20th Street,Gramercy,Manhattan,1,1,primary,5.0,residential,1.0,90,25.7,20.1,22.9,6.0,0,1,45592,60,10023,10023,20045,80.5,1085,3482
40.605667,-73.966966,Ocean Parkway / Kings Highway,Ocean Parkway,Kings Highway,Gravesend (East)-Homecrest,Brooklyn,3,3,primary,9.0,tertiary,3.0,120,32.0,44.2,96.8,6.0,0,0,2560,10,2852,2318,5170,80.5,1086,66
40.803899,-73.952031,Adam Clayton Powell Jr. Boulevard / West 117th Street,Adam Clayton Powell Jr. Boulevard,West 117th Street,Harlem (South),Manhattan,2,2,primary,5.0,secondary,3.0,90,27.6,26.1,43.3,8.1,0,1,16100,29,5536,6141,11677,80.4,1087,1079
40.678718,-73.952986,Atlantic Avenue / Bedford Avenue,Atlantic Avenue,Bedford Avenue,Crown Heights (North),Brooklyn,2,2,primary,7.0,secondary,4.0,90,26.6,32.1,44.7,8.1,0,0,12550,23,5481,5481,10962,80.4,1088,1066
40.66278,-73.880853,Linden Boulevard / Ashford Street,Linden Boulevard,Ashford Street,East New York-New Lots,Brooklyn,4,4,trunk,12.0,residential,2.0,120,32.0,59.4,129.1,6.0,0,1,1472,0,2151,1940,4091,80.4,1089,31
40.814113,-73.940858,Malcolm X Boulevard / West 135th Street,Malcolm X Boulevard,West 135th Street,Harlem (North),Manhattan,2,2,secondary,6.0,tertiary,4.0,90,29.5,29.1,40.7,6.0,0,1,16469,18,6205,6205,12411,80.4,1090,1101
40.80453,-73.951568,Adam Clayton Powell Jr. Boulevard / West 118th Street,Adam Clayton Powell Jr. Boulevard,West 118th Street,Harlem (South),Manhattan,2,2,primary,5.0,secondary,3.0,90,27.6,26.1,43.3,8.1,0,1,16050,13,5528,6132,11660,80.3,1091,1080
40.655991,-74.00267,4th Avenue / 33rd Street,4th Avenue,33rd Street,Sunset Park (West),Brooklyn,2,2,primary,7.0,residential,2.0,90,23.0,32.1,49.9,6.0,0,1,16530,50,5052,6216,11268,80.3,1092,556
40.771147,-73.967994,5th Avenue / East 70th Street,5th Avenue,East 70th Street,Central Park,Manhattan,1,1,secondary,3.0,residential,1.0,90,20.0,13.9,27.2,17.4,1,0,16576,15,6224,6904,13128,80.3,1093,1448
40.780806,-73.954634,Lexington Avenue / East 88th Street,Lexington Avenue,East 88th Street,Upper East Side-Carnegie Hill,Manhattan,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,1,51053,88,9538,11737,21275,80.3,1094,3483
40.803125,-73.940447,Park Avenue / East 122nd Street,Park Avenue,East 122nd Street,East Harlem (North),Manhattan,2,2,primary,2.0,residential,2.0,90,32.0,16.9,37.4,6.5,0,1,19288,5,6676,6018,12694,80.2,1095,1125
40.776281,-73.957939,Lexington Avenue / East 81st Street,Lexington Avenue,East 81st Street,Upper East Side-Carnegie Hill,Manhattan,1,1,secondary,3.0,residential,1.0,90,23.0,13.9,24.9,6.0,0,1,37576,56,9139,10138,19277,80.2,1096,1888
40.721252,-74.001447,Mercer Street / Grand Street,Mercer Street,Grand Street,SoHo-Little Italy-Hudson Square,Manhattan,1,1,residential,2.0,primary,1.0,60,21.7,10.9,12.2,10.1,0,0,62715,122,12955,12955,25911,80.2,1097,8215
40.804385,-73.939532,Park Avenue / East 124th Street,Park Avenue,East 124th Street,East Harlem (North),Manhattan,2,2,primary,2.0,residential,2.0,90,32.0,16.9,37.4,6.5,0,1,23177,31,6557,6557,13114,80.0,1098,1126
40.721624,-73.99546,Spring Street / Mott Street,Spring Street,Mott Street,SoHo-Little Italy-Hudson Square,Manhattan,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,0,68894,217,13555,13555,27110,80.0,1099,6440
40.769747,-73.960604,3rd Avenue / East 72nd Street,3rd Avenue,East 72nd Street,Upper East Side-Carnegie Hill,Manhattan,1,1,primary,5.0,secondary,5.0,90,38.6,20.1,14.7,12.1,0,0,42674,46,10772,10772,21544,80.0,1100,7610
40.686309,-73.974446,Fulton Street / South Portland Avenue,Fulton Street,South Portland Avenue,Fort Greene,Brooklyn,1,1,secondary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,0,39075,87,9311,9311,18622,80.0,1101,1889
40.65531,-73.903171,Linden Boulevard / Mother Gaston Boulevard,Linden Boulevard,Mother Gaston Boulevard,East New York-New Lots,Brooklyn,4,4,trunk,11.0,residential,2.0,120,32.0,56.3,129.1,6.0,0,0,1422,0,2130,2130,4260,79.9,1102,32
40.776653,-73.98304,Amsterdam Avenue / West 69th Street,Amsterdam Avenue,West 69th Street,Upper West Side-Lincoln Square,Manhattan,1,1,primary,3.0,residential,2.0,90,23.7,13.9,24.4,6.0,0,1,40413,58,9462,9462,18924,79.9,1103,3198
40.767974,-73.968211,Madison Avenue / East 66th Street,Madison Avenue,East 66th Street,Upper East Side-Carnegie Hill,Manhattan,1,1,secondary,4.0,secondary,1.0,90,23.0,17.0,24.9,8.1,0,1,32066,31,8476,9402,17879,79.9,1104,1890
40.813778,-73.95968,Broadway / La Salle Street,Broadway,La Salle Street,Morningside Heights,Manhattan,2,2,primary,6.0,residential,2.0,90,23.0,29.1,49.9,6.0,0,0,10622,35,5085,5640,10725,79.8,1105,557
40.653182,-74.005592,4th Avenue / 38th Street,4th Avenue,38th Street,Sunset Park (West),Brooklyn,2,2,primary,6.0,residential,3.0,90,23.0,29.1,49.9,6.0,0,1,10904,36,5145,5145,10289,79.8,1106,558
40.777161,-73.982262,Broadway / Amsterdam Avenue,Broadway,Amsterdam Avenue,Upper West Side-Lincoln Square,Manhattan,3,1,primary,3.0,primary,3.0,90,41.0,13.9,13.3,13.3,0,1,47441,79,10215,11331,21546,79.8,1107,7755
40.707252,-73.958376,Marcy Avenue / Division Avenue,Marcy Avenue,Division Avenue,South Williamsburg,Brooklyn,2,2,secondary,5.0,tertiary,2.0,90,23.0,26.1,49.9,6.0,0,0,13361,23,5083,5639,10722,79.8,1108,559
40.81344,-73.941352,Malcolm X Boulevard / West 134th Street,Malcolm X Boulevard,West 134th Street,Harlem (North),Manhattan,2,2,secondary,5.0,residential,1.0,90,23.0,26.1,49.9,6.0,0,1,13306,18,5074,5628,10702,79.7,1109,560
40.630748,-73.971711,Ocean Parkway / Parkville Avenue,Ocean Parkway,Parkville Avenue,Flatbush (West)-Ditmas Park-Parkville,Brooklyn,3,3,primary,9.0,residential,2.0,120,32.0,44.2,96.8,6.0,0,1,2449,1,2808,2531,5340,79.7,1110,67
40.722669,-73.997975,Crosby Street / Spring Street,Crosby Street,Spring Street,SoHo-Little Italy-Hudson Square,Manhattan,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,74883,144,15653,14111,29763,79.6,1111,9589
