lat,lon,name,major,minor,nta,borough,nodes,stages,major_cls,major_lanes,minor_cls,minor_lanes,cycle_s,green_s,cross_m,wait_major_s,wait_minor_s,barnes,lpi,subway_access,poi_200m,peds_cross_major,peds_cross_minor,peds_day,lost_hours_day,rank_lost,rank_wait
40.734826,-73.866854,59th Avenue / 94th Street,59th Avenue,94th Street,Elmhurst,Queens,1,1,tertiary,3.0,residential,2.0,60,20.0,13.9,13.3,6.0,0,1,12205,26,4879,5412,10291,27.0,4663,7893
40.70638,-73.79997,161st Street / 89th Avenue,161st Street,89th Avenue,Jamaica,Queens,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,11690,20,4785,5308,10093,27.0,4664,9860
40.697532,-73.746826,Francis Lewis Boulevard / 116th Avenue,Francis Lewis Boulevard,116th Avenue,St. Albans,Queens,2,2,primary,8.0,residential,2.0,120,32.0,35.2,64.5,6.0,0,0,0,10,1382,1246,2629,26.9,4665,257
40.586594,-74.092048,Hylan Boulevard / Seaview Avenue,Hylan Boulevard,Seaview Avenue,Grasmere-Arrochar-South Beach-Dongan Hills,Staten Island,4,2,primary,8.0,tertiary,4.0,120,32.0,35.2,64.5,12.0,0,1,0,43,1246,1382,2629,26.9,4666,258
40.860291,-73.867165,Boston Road / White Plains Road,Boston Road,White Plains Road,Allerton,Bronx,1,1,primary,5.0,secondary,2.0,90,25.7,20.1,22.9,8.1,0,1,3507,2,3201,2885,6086,26.9,4667,4044
40.640649,-73.74339,Rockaway Boulevard / Bayview Avenue,Rockaway Boulevard,Bayview Avenue,Rosedale,Queens,2,2,trunk,9.0,tertiary,3.0,120,32.0,38.2,64.5,6.0,0,0,0,0,1382,1246,2629,26.9,4668,259
40.765041,-73.887125,Astoria Boulevard / 82nd Street,Astoria Boulevard,82nd Street,Jackson Heights,Queens,3,2,primary,8.0,tertiary,3.0,120,32.0,35.2,64.5,6.0,0,0,0,10,1382,1246,2629,26.9,4669,260
40.868509,-73.921718,West 207th Street / Cooper Street,West 207th Street,Cooper Street,Inwood,Manhattan,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,10444,22,4550,5598,10148,26.9,4670,8444
40.820255,-73.945613,Edgecombe Avenue / West 140th Street,Edgecombe Avenue,West 140th Street,Harlem (North),Manhattan,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,1,11678,5,4783,5306,10089,26.9,4671,8445
40.654628,-74.000411,5th Avenue / 33rd Street,5th Avenue,33rd Street,Green-Wood Cemetery,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,1,10160,5,4985,4985,9970,26.9,4672,8446
40.643986,-74.011484,5th Avenue / 52nd Street,5th Avenue,52nd Street,Sunset Park (Central),Brooklyn,1,1,tertiary,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,9758,84,4414,4896,9310,26.9,4673,6635
40.64253,-73.95755,Flatbush Avenue / Dorchester Road,Flatbush Avenue,Dorchester Road,Flatbush,Brooklyn,2,1,primary,5.0,residential,2.0,90,25.7,20.1,22.9,6.0,0,1,2999,13,3349,3349,6698,26.9,4674,4045
40.64507,-73.958022,Flatbush Avenue / Beverley Road,Flatbush Avenue,Beverley Road,Flatbush,Brooklyn,1,1,primary,4.0,tertiary,2.0,90,23.0,17.0,24.9,6.0,0,1,3875,10,2998,3689,6687,26.9,4675,2561
40.596094,-73.981281,Avenue U / West 10th Street,Avenue U,West 10th Street,Gravesend (West),Brooklyn,1,1,secondary,2.0,residential,1.0,90,23.0,10.9,24.9,6.0,0,0,5048,4,3003,3695,6698,26.9,4676,2562
40.696398,-73.914114,Palmetto Street / Knickerbocker Avenue,Palmetto Street,Knickerbocker Avenue,Bushwick (East),Brooklyn,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,10470,11,4554,4554,9109,26.9,4677,6636
40.69597,-73.913361,Woodbine Street / Knickerbocker Avenue,Woodbine Street,Knickerbocker Avenue,Bushwick (East),Brooklyn,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,0,9809,20,4424,4908,9332,26.9,4678,6637
40.690346,-73.960293,Classon Avenue / DeKalb Avenue,Classon Avenue,DeKalb Avenue,Clinton Hill,Brooklyn,1,1,tertiary,2.0,secondary,1.0,60,17.6,10.9,15.0,8.1,0,1,7410,22,4341,3914,8255,26.9,4679,7474
40.661425,-73.894031,Sheffield Avenue / New Lots Avenue,Sheffield Avenue,New Lots Avenue,East New York-New Lots,Brooklyn,2,2,residential,4.0,tertiary,2.0,60,18.5,23.0,28.7,6.0,0,0,3217,0,2793,2793,5586,26.9,4680,1401
40.657661,-73.95322,Rogers Avenue / Hawthorne Street,Rogers Avenue,Hawthorne Street,Prospect Lefferts Gardens-Wingate,Brooklyn,1,1,secondary,2.0,residential,2.0,90,34.3,10.9,17.2,7.3,0,1,7565,11,3949,3949,7897,26.9,4681,5795
40.629974,-74.008128,65th Street / 10th Avenue,65th Street,10th Avenue,Dyker Heights,Brooklyn,1,1,secondary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,5291,4,3062,3396,6458,26.9,4682,2563
40.878266,-73.829559,Co-op City Boulevard / Dreiser Loop,Co-op City Boulevard,Dreiser Loop,Co-op City,Bronx,2,2,secondary,5.0,residential,2.0,90,23.0,26.1,49.9,6.0,0,0,286,2,1734,1734,3468,26.9,4683,805
40.745244,-73.921139,43rd Avenue / 43rd Street,43rd Avenue,43rd Street,Sunnyside,Queens,1,1,residential,3.0,residential,2.0,60,20.0,13.9,13.3,6.5,0,1,12166,50,4872,4872,9744,26.9,4684,7894
40.7461,-73.866414,43rd Avenue / 97th Place,43rd Avenue,97th Place,Corona,Queens,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,14554,13,5285,4765,10050,26.9,4685,9861
40.764491,-73.930364,Broadway / 23rd Street,Broadway,23rd Street,Astoria (Central),Queens,1,1,secondary,2.0,residential,1.0,90,23.0,10.9,24.9,6.0,0,0,5039,27,3001,3693,6694,26.9,4686,2564
40.871187,-73.914047,Broadway / 10th Avenue,Broadway,10th Avenue,Inwood Hill Park,Manhattan,2,1,primary,3.0,primary,4.0,90,47.4,13.9,10.1,17.1,0,0,4584,7,3554,3554,7108,26.8,4687,9559
40.615783,-73.999943,Bay Ridge Parkway / New Utrecht Avenue,Bay Ridge Parkway,New Utrecht Avenue,Bensonhurst,Brooklyn,1,1,secondary,3.0,tertiary,2.0,90,29.5,13.9,20.3,6.0,0,0,5481,14,3822,3106,6928,26.8,4688,5038
40.608007,-74.001724,18th Avenue / New Utrecht Avenue,18th Avenue,New Utrecht Avenue,Bath Beach,Brooklyn,1,1,tertiary,2.0,tertiary,2.0,60,26.0,10.9,9.6,9.6,0,1,10252,27,5005,5005,10010,26.8,4689,9862
40.68098,-73.911374,Rockaway Avenue / Sumpter Street,Rockaway Avenue,Sumpter Street,Ocean Hill,Brooklyn,1,1,secondary,2.0,residential,2.0,90,34.3,10.9,17.2,7.3,0,1,7514,13,3937,3937,7874,26.8,4690,5796
40.671626,-73.933635,Sterling Place / Schenectady Avenue,Sterling Place,Schenectady Avenue,Crown Heights (North),Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,12817,9,5533,4497,10030,26.8,4691,9863
40.644227,-73.899791,Flatlands Avenue / East 98th Street,Flatlands Avenue,East 98th Street,Canarsie,Brooklyn,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,1,6161,4,3261,3618,6879,26.8,4692,4046
40.707365,-73.959509,Division Avenue / Wilson Street,Division Avenue,Wilson Street,Williamsburg,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,11089,28,5184,4673,9857,26.8,4693,8447
40.596508,-73.977506,Avenue U / West 6th Street,Avenue U,West 6th Street,Gravesend (West),Brooklyn,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,0,5811,7,3183,3916,7099,26.8,4694,4047
40.629521,-73.944167,Flatbush Avenue / Avenue I,Flatbush Avenue,Avenue I,Flatlands,Brooklyn,1,1,primary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,4966,5,2983,3671,6654,26.8,4695,2565
40.663862,-73.924549,East 96th Street / Rutland Road,East 96th Street,Rutland Road,East Flatbush-Remsen Village,Brooklyn,1,1,residential,2.0,residential,2.0,60,17.2,10.9,15.3,15.3,1,0,4358,10,3483,2831,6314,26.8,4696,6638
40.576747,-73.983705,Mermaid Avenue / West 16th Street,Mermaid Avenue,West 16th Street,Coney Island-Sea Gate,Brooklyn,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,11370,18,4260,5242,9502,26.8,4697,6639
40.722172,-73.949871,Manhattan Avenue / Driggs Avenue,Manhattan Avenue,Driggs Avenue,Williamsburg,Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,10152,52,4983,4983,9967,26.8,4698,8448
40.599388,-73.951415,Ocean Avenue / Avenue U,Ocean Avenue,Avenue U,Madison,Brooklyn,1,1,secondary,5.0,secondary,2.0,90,25.7,20.1,22.9,8.1,0,1,3482,34,3192,2877,6069,26.8,4699,4048
40.670898,-73.953187,Rogers Avenue / Lincoln Place,Rogers Avenue,Lincoln Place,Crown Heights (North),Brooklyn,1,1,secondary,2.0,residential,2.0,90,34.3,10.9,17.2,7.3,0,1,8055,10,4057,3658,7715,26.8,4700,5797
40.6152,-73.983664,65th Street / 21st Avenue,65th Street,21st Avenue,Bensonhurst,Brooklyn,1,1,secondary,4.0,tertiary,2.0,90,23.7,17.0,24.4,6.0,0,1,5460,0,3101,3440,6542,26.8,4701,3268
40.665155,-73.97972,8th Avenue / 10th Street,8th Avenue,10th Street,Park Slope,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,12936,30,5009,5009,10018,26.8,4702,9864
40.588074,-73.953424,Avenue Z / East 16th Street,Avenue Z,East 16th Street,Sheepshead Bay-Manhattan Beach-Gerritsen Beach,Brooklyn,1,1,tertiary,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,10391,63,4539,4539,9078,26.8,4703,6640
40.889495,-73.909027,West 239th Street / Henry Hudson Parkway West,West 239th Street,Henry Hudson Parkway West,Riverdale-Spuyten Duyvil,Bronx,1,1,secondary,3.0,secondary,2.0,90,20.0,13.9,27.2,29.5,1,0,688,5,1609,1785,3395,26.8,4704,1503
40.854773,-73.902988,East 181st Street / Creston Avenue,East 181st Street,Creston Avenue,Mount Hope,Bronx,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,8736,14,4663,4204,8867,26.8,4705,6641
40.81813,-73.891002,Garrison Avenue / Barretto Street,Garrison Avenue,Barretto Street,Hunts Point,Bronx,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,0,6523,4,3341,3341,6682,26.8,4706,4049
40.836183,-73.884254,East 174th Street / Longfellow Avenue,East 174th Street,Longfellow Avenue,Crotona Park East,Bronx,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,0,3900,2,3334,3334,6668,26.8,4707,4050
40.850124,-73.912968,West Tremont Avenue / Grand Avenue,West Tremont Avenue,Grand Avenue,University Heights (South)-Morris Heights,Bronx,1,1,secondary,2.0,residential,2.0,90,34.3,10.9,17.2,7.3,0,0,7521,7,3939,3939,7877,26.8,4708,5798
40.753503,-73.863585,37th Avenue / 104th Street,37th Avenue,104th Street,North Corona,Queens,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,12219,19,4401,4882,9282,26.8,4709,6642
40.604569,-73.753538,Mott Avenue / Beach 21st Street,Mott Avenue,Beach 21st Street,Far Rockaway-Bayswater,Queens,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,0,3890,18,3331,3331,6661,26.8,4710,4051
40.743487,-73.899074,Woodside Avenue / 65th Place,Woodside Avenue,65th Place,Woodside,Queens,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,14515,9,4759,5279,10038,26.8,4711,8449
40.869551,-73.915183,10th Avenue / West 215th Street,10th Avenue,West 215th Street,Inwood,Manhattan,1,1,primary,2.0,tertiary,2.0,90,36.0,10.9,16.2,7.8,0,0,7195,14,3864,4287,8151,26.7,4712,6351
40.690546,-73.958578,Kent Avenue / DeKalb Avenue,Kent Avenue,DeKalb Avenue,Bedford-Stuyvesant (West),Brooklyn,1,1,residential,2.0,secondary,1.0,60,20.2,10.9,13.2,9.0,0,0,7343,37,4324,4324,8649,26.7,4713,8189
40.608579,-73.955335,Quentin Road / East 18th Street,Quentin Road,East 18th Street,Madison,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,12845,36,4993,4993,9987,26.7,4714,9865
40.611178,-73.977005,65th Street / Avenue O,65th Street,Avenue O,Bensonhurst,Brooklyn,1,1,secondary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,4253,6,3109,3109,6219,26.7,4715,2566
40.812966,-73.916093,Brook Avenue / East 146th Street,Brook Avenue,East 146th Street,Mott Haven-Port Morris,Bronx,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,0,8659,4,4645,4188,8833,26.7,4716,6643
40.635237,-73.96764,Coney Island Avenue / 18th Avenue,Coney Island Avenue,18th Avenue,Flatbush (West)-Ditmas Park-Parkville,Brooklyn,1,1,secondary,5.0,tertiary,2.0,90,25.7,20.1,22.9,6.0,0,1,4767,5,3255,3610,6865,26.7,4717,4052
40.637014,-74.015146,6th Avenue / 62nd Street,6th Avenue,62nd Street,Sunset Park (Central),Brooklyn,1,1,secondary,2.0,residential,2.0,90,34.3,10.9,17.2,7.3,0,0,8752,7,3793,4207,8000,26.7,4718,5799
40.648923,-73.949368,Nostrand Avenue / Snyder Avenue,Nostrand Avenue,Snyder Avenue,East Flatbush-Erasmus,Brooklyn,1,1,secondary,2.0,residential,2.0,90,34.3,10.9,17.2,7.3,0,1,8152,6,3677,4524,8201,26.7,4719,5800
40.68396,-74.001463,Hicks Street / Union Street,Hicks Street,Union Street,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Brooklyn,2,2,tertiary,4.0,tertiary,2.0,60,16.0,23.0,32.3,12.0,0,1,1935,61,2109,2340,4449,26.7,4720,1278
40.6908,-73.956356,Skillman Street / DeKalb Avenue,Skillman Street,DeKalb Avenue,Bedford-Stuyvesant (West),Brooklyn,1,1,residential,2.0,secondary,1.0,60,20.2,10.9,13.2,9.0,0,1,8101,33,4512,4068,8580,26.7,4721,8190
40.574895,-73.986599,Surf Avenue / West 20th Street,Surf Avenue,West 20th Street,Coney Island-Sea Gate,Brooklyn,1,1,secondary,5.0,residential,1.0,90,25.7,20.1,22.9,6.0,0,1,3868,21,3323,3323,6647,26.7,4722,4053
40.687936,-73.915395,Bushwick Avenue / Hancock Street,Bushwick Avenue,Hancock Street,Bushwick (East),Brooklyn,1,1,secondary,2.0,residential,1.0,90,23.0,10.9,24.9,6.0,0,0,5487,18,3108,3108,6215,26.7,4723,2567
40.607708,-73.960913,Kings Highway / East 12th Street,Kings Highway,East 12th Street,Gravesend (East)-Homecrest,Brooklyn,1,1,tertiary,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,9618,19,4386,4865,9251,26.7,4724,6644
40.715388,-73.942818,Humboldt Street / Conselyea Street,Humboldt Street,Conselyea Street,East Williamsburg,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,14370,50,4737,5255,9992,26.7,4725,9866
40.868283,-73.901062,West Kingsbridge Road / University Avenue,West Kingsbridge Road,University Avenue,University Heights (North)-Fordham,Bronx,1,1,secondary,4.0,tertiary,4.0,90,38.4,17.0,14.8,8.7,0,1,6465,4,4096,4096,8191,26.7,4726,7521
40.698014,-73.902644,Cypress Avenue / George Street,Cypress Avenue,George Street,Ridgewood,Queens,1,1,secondary,2.0,residential,2.0,90,34.3,10.9,17.2,7.3,0,1,7479,15,3929,3929,7858,26.7,4727,5801
40.669456,-73.919978,Eastern Parkway / Howard Avenue,Eastern Parkway,Howard Avenue,Ocean Hill,Brooklyn,3,2,primary,6.0,primary,3.0,90,26.0,29.1,45.5,8.1,0,0,1083,4,1784,1784,3568,26.6,4728,1050
40.689453,-73.968078,Clinton Avenue / DeKalb Avenue,Clinton Avenue,DeKalb Avenue,Clinton Hill,Brooklyn,1,1,residential,2.0,secondary,1.0,60,20.2,10.9,13.2,9.0,0,1,8351,23,4122,4572,8694,26.6,4729,8191
40.638899,-74.016769,5th Avenue / 61st Street,5th Avenue,61st Street,Sunset Park (Central),Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,1,11341,97,4720,5236,9956,26.6,4730,8450
40.707335,-73.943202,Graham Avenue / Montrose Avenue,Graham Avenue,Montrose Avenue,East Williamsburg,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,10108,18,4974,4974,9947,26.6,4731,9867
40.77684,-73.911696,Ditmars Boulevard / 29th Street,Ditmars Boulevard,29th Street,Astoria (North)-Ditmars-Steinway,Queens,1,1,tertiary,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,11204,77,4232,5208,9440,26.6,4732,6645
40.601073,-73.986088,Stillwell Avenue / 82nd Street,Stillwell Avenue,82nd Street,Gravesend (West),Brooklyn,1,1,secondary,4.0,residential,1.0,90,23.0,17.0,24.9,6.0,0,0,4205,2,3096,3096,6191,26.6,4733,2568
40.715735,-73.964471,Grand Street / Wythe Avenue,Grand Street,Wythe Avenue,Williamsburg,Brooklyn,1,1,residential,2.0,secondary,1.0,60,20.2,10.9,13.2,9.0,0,0,6595,49,4130,4582,8712,26.6,4734,8192
40.645134,-73.902313,Rockaway Parkway / Glenwood Road,Rockaway Parkway,Glenwood Road,Canarsie,Brooklyn,1,1,tertiary,3.0,residential,3.0,60,23.3,13.9,11.2,8.1,0,0,9937,12,4936,4936,9872,26.6,4735,8451
40.633428,-73.952974,Bedford Avenue / Glenwood Road,Bedford Avenue,Glenwood Road,Flatbush,Brooklyn,1,1,secondary,2.0,residential,2.0,90,34.3,10.9,17.2,7.3,0,1,6853,5,3785,4198,7983,26.6,4736,5802
40.849079,-73.909451,Mount Hope Place / Walton Avenue,Mount Hope Place,Walton Avenue,Mount Hope,Bronx,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,0,10176,4,4497,4497,8994,26.6,4737,6646
40.865407,-73.868369,Allerton Avenue / Olinville Avenue,Allerton Avenue,Olinville Avenue,Allerton,Bronx,1,1,secondary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,0,3982,4,3030,3361,6391,26.6,4738,2569
40.854502,-73.8677,White Plains Road / Lydig Avenue,White Plains Road,Lydig Avenue,Pelham Parkway-Van Nest,Bronx,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,1,3822,4,3308,3308,6616,26.6,4739,4054
40.752513,-73.867265,100th Street / 37th Avenue,100th Street,37th Avenue,North Corona,Queens,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,14231,8,5232,4716,9948,26.6,4740,9868
40.728954,-73.847554,108th Street / 67th Avenue,108th Street,67th Avenue,Forest Hills,Queens,1,1,secondary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,4198,4,3094,3094,6187,26.6,4741,2570
40.743308,-73.937655,47th Avenue / 30th Street,47th Avenue,30th Street,Long Island City-Hunters Point,Queens,1,1,unclassified,2.0,unclassified,1.0,60,17.2,10.9,15.3,6.0,0,0,9515,6,4365,4842,9207,26.6,4742,6647
40.688654,-73.847083,Atlantic Avenue / 96th Street,Atlantic Avenue,96th Street,Woodhaven,Queens,2,2,primary,6.0,residential,2.0,90,23.0,29.1,49.9,6.0,0,1,900,1,1705,1705,3411,26.5,4743,806
40.84552,-73.934686,Audubon Avenue / West 176th Street,Audubon Avenue,West 176th Street,Washington Heights (South),Manhattan,1,1,tertiary,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,10108,12,4484,4484,8967,26.5,4744,6648
40.649175,-73.976605,East 5th Street / Fort Hamilton Parkway,East 5th Street,Fort Hamilton Parkway,Windsor Terrace-South Slope,Brooklyn,1,1,trunk,1.0,secondary,1.0,90,37.2,7.8,15.5,11.3,0,0,5919,23,3558,3558,7115,26.5,4745,6397
40.642305,-74.013232,5th Avenue / 55th Street,5th Avenue,55th Street,Sunset Park (Central),Brooklyn,1,1,tertiary,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,11138,115,4221,5194,9415,26.5,4746,6649
40.702346,-73.942386,Cook Street / Graham Avenue,Cook Street,Graham Avenue,East Williamsburg,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,1,10042,36,4959,4959,9918,26.5,4747,9869
40.666963,-73.978212,8th Avenue / 7th Street,8th Avenue,7th Street,Park Slope,Brooklyn,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,0,10134,15,4489,4489,8977,26.5,4748,6650
40.684735,-73.950446,Nostrand Avenue / Madison Street,Nostrand Avenue,Madison Street,Bedford-Stuyvesant (West),Brooklyn,1,1,secondary,3.0,residential,3.0,90,34.3,13.9,17.2,7.3,0,1,7981,25,3643,4483,8126,26.5,4749,5803
40.644574,-73.957967,Flatbush Avenue / Beverley Road,Flatbush Avenue,Beverley Road,Flatbush,Brooklyn,1,1,primary,4.0,residential,2.0,90,23.0,17.0,24.9,6.0,0,1,3737,12,2956,3638,6594,26.5,4750,2571
40.651006,-73.945706,Church Avenue / East 34th Street,Church Avenue,East 34th Street,East Flatbush-Erasmus,Brooklyn,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,1,5641,2,3144,3868,7012,26.5,4751,4055
40.71106,-73.942105,Maujer Street / Humboldt Street,Maujer Street,Humboldt Street,East Williamsburg,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,14068,40,5204,4691,9895,26.5,4752,9870
40.619131,-73.990182,65th Street / 18th Avenue,65th Street,18th Avenue,Bensonhurst,Brooklyn,1,1,secondary,4.0,tertiary,3.0,90,32.0,17.0,18.7,6.5,0,1,5698,41,3884,3502,7386,26.5,4753,5319
40.630508,-73.957305,Ocean Avenue / Avenue H,Ocean Avenue,Avenue H,Flatbush (West)-Ditmas Park-Parkville,Brooklyn,1,1,secondary,5.0,residential,2.0,90,25.7,20.1,22.9,6.0,0,1,4652,4,3223,3575,6797,26.5,4754,4056
40.688361,-73.916147,Bushwick Avenue / Jefferson Avenue,Bushwick Avenue,Jefferson Avenue,Bushwick (East),Brooklyn,1,1,secondary,2.0,residential,1.0,90,23.0,10.9,24.9,6.0,0,0,5406,17,3089,3089,6177,26.5,4755,2572
40.690104,-73.996548,Pacific Street / Henry Street,Pacific Street,Henry Street,Carroll Gardens-Cobble Hill-Gowanus-Red Hook,Brooklyn,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,10035,75,4958,4958,9915,26.5,4756,9871
40.690694,-73.957272,Franklin Avenue / DeKalb Avenue,Franklin Avenue,DeKalb Avenue,Bedford-Stuyvesant (West),Brooklyn,1,1,residential,2.0,secondary,1.0,60,20.2,10.9,13.2,9.0,0,1,7941,42,4473,4033,8506,26.5,4757,8193
40.811978,-73.923702,Alexander Avenue / East 141st Street,Alexander Avenue,East 141st Street,Mott Haven-Port Morris,Bronx,1,1,residential,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,0,10111,6,4484,4484,8968,26.5,4758,6651
40.815439,-73.924,East 144th Street / Morris Avenue,East 144th Street,Morris Avenue,Mott Haven-Port Morris,Bronx,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,10014,1,4953,4953,9906,26.5,4759,9872
40.809053,-73.928567,East 135th Street / Lincoln Avenue,East 135th Street,Lincoln Avenue,Mott Haven-Port Morris,Bronx,1,1,primary,4.0,secondary,4.0,90,38.6,17.0,14.7,12.1,0,0,6627,8,3731,3364,7095,26.5,4760,7630
40.818691,-73.91857,East 152nd Street / Courtlandt Avenue,East 152nd Street,Courtlandt Avenue,Melrose,Bronx,1,1,residential,2.0,residential,2.0,60,26.0,10.9,9.6,9.6,0,0,9981,3,4946,4946,9892,26.5,4761,9873
40.745353,-73.922072,43rd Avenue / 42nd Street,43rd Avenue,42nd Street,Sunnyside,Queens,1,1,residential,3.0,residential,1.0,60,20.0,13.9,13.3,6.0,0,0,12544,48,4940,4940,9880,26.5,4762,7895
40.759293,-73.926453,34th Avenue / 32nd Street,34th Avenue,32nd Street,Astoria (Central),Queens,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,0,12443,24,4922,4922,9844,26.5,4763,8452
40.775365,-73.909617,Ditmars Boulevard / 33rd Street,Ditmars Boulevard,33rd Street,Astoria (North)-Ditmars-Steinway,Queens,1,1,tertiary,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,11061,113,4208,5178,9386,26.5,4764,6652
40.724494,-73.981637,Avenue B / East 6th Street,Avenue B,East 6th Street,East Village,Manhattan,1,1,tertiary,2.0,residential,1.0,60,17.2,10.9,15.3,6.0,0,1,9358,37,4333,4807,9140,26.4,4765,6653
40.640063,-74.01556,5th Avenue / 59th Street,5th Avenue,59th Street,Sunset Park (Central),Brooklyn,1,1,tertiary,2.0,residential,2.0,60,23.3,10.9,11.2,8.1,0,1,12596,112,4462,5490,9952,26.4,4766,8453
40.620429,-74.024451,86th Street / Fort Hamilton Parkway,86th Street,Fort Hamilton Parkway,Bay Ridge,Brooklyn,1,1,secondary,4.0,secondary,3.0,90,34.6,17.0,17.1,10.1,0,1,4433,20,3506,3506,7013,26.4,4767,6270
40.671881,-73.914135,Eastern Parkway / Thomas S. Boyland Street,Eastern Parkway,Thomas S. Boyland Street,Ocean Hill,Brooklyn,2,2,primary,6.0,residential,2.0,90,23.0,29.1,49.9,6.0,0,0,568,6,1722,1553,3275,26.4,4768,807
40.665549,-73.95369,Rogers Avenue / Montgomery Street,Rogers Avenue,Montgomery Street,Crown Heights (South),Brooklyn,1,1,secondary,2.0,residential,2.0,90,34.3,10.9,17.2,7.3,0,1,7230,15,3872,3872,7745,26.4,4769,5804
40.647773,-73.974659,Caton Avenue / Ocean Parkway,Caton Avenue,Ocean Parkway,Windsor Terrace-South Slope,Brooklyn,1,1,trunk,3.0,residential,2.0,90,23.0,13.9,24.9,6.0,0,1,4318,12,3128,2820,5949,26.4,4770,2573
40.651545,-73.952566,Rogers Avenue / Martense Street,Rogers Avenue,Martense Street,East Flatbush-Erasmus,Brooklyn,1,1,secondary,2.0,residential,2.0,90,34.3,10.9,17.2,7.3,0,1,8542,8,3753,4163,7916,26.4,4771,5805
40.645165,-73.898341,Flatlands Avenue / East 100th Street,Flatlands Avenue,East 100th Street,Canarsie,Brooklyn,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,1,5941,1,3212,3563,6775,26.4,4772,4057
40.635548,-73.97807,McDonald Avenue / Ditmas Avenue,McDonald Avenue,Ditmas Avenue,Kensington,Brooklyn,1,1,secondary,3.0,residential,2.0,90,25.8,13.9,22.9,6.0,0,0,4630,12,3217,3568,6785,26.4,4773,4058
